id,title,venue,year,authors,doi,Label,abstract
82,Inductive First-Order Formula Synthesis by ASP: A Case Study in Invariant Inference.,iclp,2025,"Ziyi Yang, George Pîrlea, Ilya Sergey",10.4204/eptcs.439.35,3,"We present a framework for synthesising formulas in first-order logic (FOL) from examples, which unifies and advances state-of-the-art approaches for inference of transition system invariants. To do so, we study and categorise the existing methodologies, encoding techniques in their formula synthesis via answer set programming (ASP). Based on the derived categorisation, we propose orthogonal slices, a new technique for formula enumeration that partitions the search space into manageable chunks, enabling two approaches for incremental candidate pruning. Using a combination of existing techniques for first-order (FO) invariant synthesis and the orthogonal slices implemented in our framework FORCE, we significantly accelerate a state-of-the-art algorithm for distributed system invariant inference. We also show that our approach facilitates composition of different invariant inference frameworks, allowing for novel optimisations."
83,Correcting Autonomous Driving Object Detection Misclassifications with Automated Commonsense Reasoning.,iclp,2025,"Keegan Kimbrell, Wang Tianhao, Feng Chen, Gopal Gupta",10.4204/eptcs.439.10,2,"Autonomous Vehicle (AV) technology has been heavily researched and sought after, yet there are no SAE Level 5 AVs available today in the marketplace. We contend that over-reliance on machine learning technology is the main reason. Use of automated commonsense reasoning technology, we believe, can help achieve SAE Level 5 autonomy. In this paper, we show how automated common-sense reasoning technology can be deployed in situations where there are not enough data samples available to train a deep learning-based AV model that can handle certain abnormal road scenarios. Specifically, we consider two situations where (i) a traffic signal is malfunctioning at an intersection and (ii) all the cars ahead are slowing down and steering away due to an unexpected obstruction (e.g., animals on the road). We show that in such situations, our commonsense reasoning-based solution accurately detects traffic light colors and obstacles not correctly captured by the AV's perception model. We also provide a pathway for efficiently invoking commonsense reasoning by measuring uncertainty in the computer vision model and using commonsense reasoning to handle uncertain scenarios. We describe our experiments conducted using the CARLA simulator and the results obtained. The main contribution of our research is to show that automated commonsense reasoning effectively corrects AV-based object detection misclassifications and that hybrid models provide an effective pathway to improving AV perception."
84,Propositional Abduction via Only-Knowing: A Non-Monotonic Approach.,iclp,2025,"Sanderson Molick, Vaishak Belle",10.4204/eptcs.439.2,3,"The paper introduces a basic logic of knowledge and abduction by extending Levesque logic of only-knowing with an abduction modal operator defined via the combination of basic epistemic concepts. The upshot is an alternative approach to abduction that employs a modal vocabulary and explores the relation between abductive reasoning and epistemic states of only knowing. Furthermore, by incorporating a preferential relation into modal frames, we provide a non-monotonic extension of our basic framework capable of expressing different selection methods for abductive explanations. Core metatheoretic properties of non-monotonic consequence relations are explored within this setting and shown to provide a well-behaved foundation for abductive reasoning."
85,Hybrid MKNF for Aeronautics Applications: Usage and Heuristics.,iclp,2025,"Arun Raveendran Nair Sheela, Florence De Grancey, Christophe Rey, Victor Charpenay",10.4204/eptcs.439.24,1,"The deployment of knowledge representation and reasoning technologies in aeronautics applications presents two main challenges: achieving sufficient expressivity to capture complex domain knowledge, and executing reasoning tasks efficiently while minimizing memory usage and computational overhead. An effective strategy for attaining necessary expressivity involves integrating two fundamental KR concepts: rules and ontologies. This study adopts the well-established KR language Hybrid MKNF owing to its seamless integration of rules and ontologies through its semantics and query answering capabilities. We evaluated Hybrid MKNF to assess its suitability in the aeronautics domain through a concrete case study. We identified additional expressivity features that are crucial for developing aeronautics applications and proposed a set of heuristics to support their integration into Hybrid MKNF framework."
86,An ASP-based Solution to the Medical Appointment Scheduling Problem.,iclp,2025,"Alina Vozna, Andrea Monaldini, Stefania Costantini, Valentina Pitoni, Dawid Pado",10.4204/eptcs.439.25,5,"This paper presents an Answer Set Programming (ASP)-based framework for medical appointment scheduling, aimed at improving efficiency, reducing administrative overhead, and enhancing patient-centered care. The framework personalizes scheduling for vulnerable populations by integrating Blueprint Personas. It ensures real-time availability updates, conflict-free assignments, and seamless interoperability with existing healthcare platforms by centralizing planning operations within an ASP logic model."
87,"Proceedings of the 9th Workshop on Advances in Argumentation in Artificial Intelligence (AI3 2025) co-located with the 41st International Conference on Logic Programming (ICLP 2025), Rende, Italy, September 13, 2025.",iclp,2025,"José Júlio Alferes, Luís Moniz Pereira",https://www.semanticscholar.org/paper/491ddddaf4b898429670ffb3182dde86d20d71af,1,"This volume contains the papers presented at the 9th Workshop on Advances in Argumentation in
Artificial Intelligence (AI3 2025), held in Rende, Italy, on 13 September 2025. AI3 2025 was the 9th edition
of the Workshop on Advances in Argumentation in Artificial Intelligence series, a venue that provides
opportunities for stakeholders from the academia and industry to present their latest developments
in argumentation theory. The goal of the workshop is to stimulate discussions and promote scientific
collaboration among researchers not only directly involved in argumentation, but also from research
fields indirectly related to argumentation including non-monotonic reasoning, logic programming,
linguistics, natural language processing, philosophy and psychology, just to mention a few of them."
88,"Joint Proceedings of the Workshops and Doctoral Consortium of the 41st International Conference on Logic Programming (ICLP-WS-DC 2025) co-located with 41st International Conference on Logic Programming (ICLP 2025), Rende, Italy, September 9-13, 2025.",iclp,2025,Rémy Haemmerlé,https://www.semanticscholar.org/paper/0abc223877f00d8dded1163cb92e085708fa8fd3,1,"This volume collects the papers accepted for publication at six workshops and the Doctoral Consortium associated
with the 41st International Conference on Logic Programming (ICLP 2025). The events took place in Rende, Italy,
on September 9-13, 2025. This volume contains a total of 40 papers, 19 of which were presented at the workshops
and 21 at the Doctoral Consortium. Of the 19 workshop papers, 8 were regular papers, another 8 were short
papers, and 3 were abstracts corresponding to invited talks. The Doctoral Consortium papers were all short
papers."
89,"Proceedings 40th International Conference on Logic Programming, ICLP 2024, University of Texas at Dallas, Dallas Texas, USA, October 14-17 2024.",iclp,2025,", Naif Alatrush, Sultan Alsarra, , Afraa Alshammari, , Luay Abdeljaber, , Niamat Zawad, , Latifur Khan, , Patrick T. Brandt, , Javier Osorio, , Vito J. D’Orazio, ",https://www.semanticscholar.org/paper/2e89b0445ac6bfe7055215687699d211013d64ea,1," We present ASP Chef Mustache, an extension of ASP Chef that enhances template-based rendering of answer set programming (ASP) solutions using a logic-less templating system inspired by Mustache. Our approach integrates data visualization frameworks such as Tabulator, Chart.js, and vis.js, enabling interactive representations of ASP interpretations as tables, charts, and graphs. Mustache queries in templates support advanced constructs for formatting, sorting, and multi-stage expansion, facilitating the generation of rich, structured outputs. We demonstrate the power of this framework through a series of use cases, including data analysis for the Italian VQR, visualization of blocking sets in graphs, and scheduling problems. The result is a versatile tool for bridging declarative problem solving and modern web-based visual analytics."
90,Solving Argumentation Problems Using Answer Set Programming with Quantifiers: Preliminary Report.,iclp,2024,"GERHARD BREWKA, MARTIN DILLER, GEORG HEISSENBERGER, THOMAS LINSBICHLER, STEFAN WOLTRAN",https://www.semanticscholar.org/paper/6d9a369695d4a49b360ff0b2cfe9d552e94c7b7c,2,"Powerful formalisms for abstract argumentation have been proposed, among them abstract dialectical frameworks (ADFs) that allow for a succinct and flexible specification of the relationship between arguments and the GRAPPA framework which allows argumentation scenarios to be represented as arbitrary edge-labeled graphs. The complexity of ADFs and GRAPPA is located beyond NP and ranges up to the third level of the polynomial hierarchy. The combined complexity of Answer Set Programming (ASP) exactly matches this complexity when programs are restricted to predicates of bounded arity. In this paper, we exploit this coincidence and present novel efficient translations from ADFs and GRAPPA to ASP. More specifically, we provide reductions for the five main ADF semantics of admissible, complete, preferred, grounded, and stable interpretations, and exemplify how these reductions need to be adapted for GRAPPA for the admissible, complete, and preferred semantics."
91,Computational Thinking with Logic Programming.,iclp,2024,"Ching‐Huei Chen, Tung-Kai Liu, Kun Huang",https://www.semanticscholar.org/paper/7e0fead18cbcd3a48aab391ef133a161aa0a267b,4,"With the rapid development of artificial intelligence in many disciplines, computational thinking (CT) has become an important skill for the 21st century. To promote vocational high school students’ CT skills in learning about programmable logic controllers, this study intended to examine how cognitive and metacognitive prompts separately or together influenced students’ development of CT. The findings revealed that metacognitive prompts significantly improved students’ CT outcomes, self-efficacy, and motivation for learning. The study offers important implications regarding the strategies to promote CT in vocational high schools."
92,Neuro-Symbolic Agent with ASP for Robust Exception Learning in Text-Based Games.,iclp,2024,"Vinod Mishra, Julian Briseno, Mani Srivastava",https://www.semanticscholar.org/paper/8260a9574d72b0a52d1618cc010171191e530bbb,4,"General video game playing aims at designing an agent that is capable of playing multiple video games with no human intervention. In 2014, the General Video Game Artificial Intelligence (GVGAI) competition framework was created and released with the purpose of providing researchers a common open-source and easy-to-use platform for testing their artificial intelligence (AI) methods with potentially infinity of games created using the video game description language (VGDL). The framework has been expanded into several tracks during the last few years to meet the demands of different research directions. The agents are required either to play multiple unknown games with or without access to game simulations, or to design new game levels or rules. This survey paper presents the VGDL, the GVGAI framework, existing tracks, and reviews the wide use of GVGAI framework in research, education, and competitions five years after its birth. A future plan of framework improvements is also described."
93,Efficient Compliance Computation in Probabilistic Declarative Specifications.,iclp,2024,"Jeongwoon Choi, Jungyeon Kim, Seokho Chi",https://www.semanticscholar.org/paper/e06d3366f1ddaadbfc62d5dcdc929bc8fc642b84,3,"
                  Deriving formal specifications from informal requirements is extremely difficult since one has to overcome the conceptual gap between an application domain and the domain of formal specification methods. To reduce this gap we introduce application-specific specification languages, i.e., graphical and textual notations that can be unambiguously mapped to formal specifications in a logic language. We describe a number of realised approaches based on this idea, and evaluate them with respect to their domain specificity vs. generality."
94,A First Journey into the Complexity of Statistical Statements in Probabilistic Answer Set Programming.,iclp,2024,"Damiano Azzolini, Markus Hecher",https://www.semanticscholar.org/paper/c0db29b58ec4461d0268fe4f2cfd0f98b2f7c442,4,"As far back as the industrial revolution, significant development in technical innovation has succeeded in transforming numerous manual tasks and processes that had been in existence for decades where humans had reached the limits of physical capacity. Artificial Intelligence (AI) offers this same transformative potential for the augmentation and potential replacement of human tasks and activities within a wide range of industrial, intellectual and social applications. The pace of change for this new AI technological age is staggering, with new breakthroughs in algorithmic machine learning and autonomous decision-making, engendering new opportunities for continued innovation. The impact of AI could be significant, with industries ranging from: finance, healthcare, manufacturing, retail, supply chain, logistics and utilities, all potentially disrupted by the onset of AI technologies. The study brings together the collective insight from a number of leading expert contributors to highlight the significant opportunities, realistic assessment of impact, challenges and potential research agenda posed by the rapid emergence of AI within a number of domains: business and management, government, public sector, and science and technology. This research offers significant and timely insight to AI technology and its impact on the future of industry and society in general, whilst recognising the societal and industrial influence on pace and direction of AI development."
95,Statistical Syllogistic Tableaux.,iclp,2024,"Domenico Cantone, Eugenio Omodeo, Alberto Policriti",10.1007/978-1-4757-3452-2_14,2,"Our brains make up a series of signs and are engaged in making or manifesting or reacting to a series of signs: through this semiotic activity they are at the same time engaged in “being minds” and so in thinking intelligently. An important effect of this semiotic activity of brains is a continuous process of “externalization of the mind” that exhibits a new cognitive perspective on the mechanisms underling the semiotic emergence of abductive processes of meaning formation. To illustrate this process I will take advantage of the analysis of some aspects of the cognitive interplay between internal and external representations. I consider this interplay critical in analyzing the relation between meaningful semiotic internal resources and devices and their dynamical interactions with the externalized semiotic materiality suitably stocked in the environment. Hence, minds are material, “extended” and artificial in themselves. A considerable part of human abductive thinking is occurring through an activity consisting in a kind of reification in the external environment (that originates what I call semiotic anchors) and a subsequent re-projection and reinterpretation through new configurations of neural networks and chemical processes. I also illustrate how this activity takes advantage of hybrid representations and how it can nicely account for various processes of creative and selective abduction, bringing up the question of how multimodal aspects involving a full range of sensory modalities are important in hypothetical reasoning."
96,Bringing Logic Programming to primary school: a teacher training course.,iclp,2024,Tom Donohoe,https://www.semanticscholar.org/paper/1e974d7ffb4fc4ca963cf3ca82b8d3ff8b72c4d9,4,"Varying philosophical and theoretical orientations to qualitative inquiry remind us that issues of quality and credibility intersect with audience and intended research purposes. This overview examines ways of enhancing the quality and credibility of qualitative analysis by dealing with three distinct but related inquiry concerns: rigorous techniques and methods for gathering and analyzing qualitative data, including attention to validity, reliability, and triangulation; the credibility, competence, and perceived trustworthiness of the qualitative researcher; and the philosophical beliefs of evaluation users about such paradigm-based preferences as objectivity versus subjectivity, truth versus perspective, and generalizations versus extrapolations. Although this overview examines some general approaches to issues of credibility and data quality in qualitative analysis, it is important to acknowledge that particular philosophical underpinnings, specific paradigms, and special purposes for qualitative inquiry will typically include additional or substitute criteria for assuring and judging quality, validity, and credibility. Moreover, the context for these considerations has evolved. In early literature on evaluation methods the debate between qualitative and quantitative methodologists was often strident. In recent years the debate has softened. A consensus has gradually emerged that the important challenge is to match appropriately the methods to empirical questions and issues, and not to universally advocate any single methodological approach for all problems."
97,Causally Constrained Counterfactual Generation using ASP.,iclp,2024,Sopam Dasgupta,https://www.semanticscholar.org/paper/f3decd36f65c0d50c2991e1ff36998ec8c1343d9,4,"This review presents empirical researchers with recent advances in causal inference, and stresses the paradigmatic shifts that must be undertaken in moving from traditional statistical analysis to causal analysis of multivariate data. Special emphasis is placed on the assumptions that underly all causal inferences, the languages used in formulating those assumptions, the conditional nature of all causal and counterfactual claims, and the methods that have been developed for the assessment of such claims. These advances are illustrated using a general theory of causation based on the Structural Causal Model (SCM) described in Pearl (2000a), which subsumes and unifies other approaches to causation, and provides a coherent mathematical foundation for the analysis of causes and counterfactuals. In particular, the paper surveys the development of mathematical tools for inferring (from a combination of data and assumptions) answers to three types of causal queries: (1) queries about the effects of potential interventions, (also called “causal effects” or “policy evaluation”) (2) queries about probabilities of counterfactuals, (including assessment of “regret,” “attribution” or “causes of effects”) and (3) queries about direct and indirect effects (also known as “mediation”). Finally, the paper defines the formal and conceptual relationships between the structural and potential-outcome frameworks and presents tools for a symbiotic analysis that uses the strong features of both."
98,On Teaching Constraint-based Modeling and Algorithms for Decision Support in Prolog.,iclp,2024,"Huaiqing Wang, Stephen Liao, Lejian Liao",https://www.semanticscholar.org/paper/3d976acb2104226bcd8a518c7c0fe0322aea6514,4,"Constraint programming techniques are particularly successful at solving discrete optimization problems
such as resource allocation, scheduling or transport problems which are ubiquitous in the industry.
Although historically introduced in the mid 80’s with the generalization of Prolog to the class of Con-
straint Logic Programming languages, those techniques are mainly used today through constraint
solving libraries in standard programming languages such as C++, Java, Python, and mainly taught
with constraint-based modeling languages such as MiniZinc or Essence, in the tradition of algebraic
modeling languages developed for mixed integer linear programming. Nonetheless, the foundations of
both constraint solvers and constraint-based models in first-order logic should make of Prolog with its
constraint-solving libraries a unique language to teach all aspects of constraint programming, provided
missing higher-level MiniZinc-like mathematical modeling language constructs are added to Prolog
libraries. This is what I have developed for teaching purposes in SWI-Prolog through a package named
modeling. This package contains libraries for defining shorthand functional notations, subscripted vari-
ables (arrays in addition to lists), set comprehension (bounded iteration and quantifiers compatible with
constraints, in addition to recursion), front-end to constraint solving libraries for shorthand expansions
on arrays and reification, and search tree tracing and visualization. This approach makes it possible to
teach constraint-based modeling, search programming, and constraint solving with a unique high-level
modeling/programming language, Prolog."
99,Extended abstract: 푓퐶퐴푆푃 - A forgetting technique for XAI based on goal-directed constraint ASP models.,iclp,2024,"Joaquín Arias, Manuel Carro, Zhuo Chen, Gopal Gupta",https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,5,"This paper is an extended abstract of: L. Fidilio-Allende, J. Arias, 𝑓𝐶𝐴𝑆𝑃 : A forgetting technique for XAI based
on goal-directed constraint ASP models, in: XXIII Jornadas sobre Programación y Lenguajes (PROLE), 2024."
100,General Game Playing - Killer App for Logic Programming.,iclp,2024,Michael Thielscher,https://www.semanticscholar.org/paper/152b55cf4396bae37ebaad4f8a19c74c9e2423d1,3," In the future, artificial intelligence (AI) is likely to substantially change both marketing strategies and customer behaviors. Building from not only extant research but also extensive interactions with practice, the authors propose a multidimensional framework for understanding the impact of AI involving intelligence levels, task types, and whether AI is embedded in a robot. Prior research typically addresses a subset of these dimensions; this paper integrates all three into a single framework. Next, the authors propose a research agenda that addresses not only how marketing strategies and customer behaviors will change in the future, but also highlights important policy questions relating to privacy, bias and ethics. Finally, the authors suggest AI will be more effective if it augments (rather than replaces) human managers."
101,Automated Playing of Survival Video Games with Commonsense Reasoning.,iclp,2024,"Bryant Hargreaves, Dan N. Nguyen, Keegan Krimbell, Gopal Gupta",10.1007/978-3-031-84924-4_7,4,"Don’t Starve is a non-linear, real-time survival video game where the player’s objective is to survive as long as possible. The game is challenging because randomly generated situations and events make it hard to survive this game for a long time. However, the game follows specific rules that can be used to predict future outcomes. We can use these rules to automate its playing. Our preliminary effort reported in this paper uses the answer set programming framework to model the game-playing agent’s logic to survive in the game for as long as possible. The agent learns the environment around it and translates the knowledge into facts represented as predicates. A set of commonsense reasoning rules represented in ASP captures the logic that the agent must use to survive. We combined the logic rules with the facts about the environment to compute the best action the agent must take. We use the s(CASP) goal-directed predicate ASP engine and a custom game modification program written in Lua supported by the game environment that can interface with s(CASP). Our results indicate that our preliminary automated game-playing system can outperform novice players. Further refinement should allow our system to survive longer."
102,Teaching Pure LP with Prolog and a Fair Search Rule.,iclp,2024,"Helder Coelho, José Carlos Cotta",https://www.semanticscholar.org/paper/9674b57656693a94eff9778dc11891413d800f0f,3,"Classic Prolog has many features, and even more in its modern incarnations. Many of these features are well aligned with the view of pure Logic Programming as both a specification tool and a programming language. However, some other Prolog aspects depart from this view. Classic examples that have received much attention are assert/retract or the cut. Our focus here is however on the depth-first search rule. While well justified by practical concerns, using only depth-first from the start also introduces early on the need to reason about termination, and also possibly a need to use impure features to make different modes produce answers in finite time. Termination of course has to be faced sooner or later by any programmer, but having to do it right at the start can detract from being able to convey early on the vision of Prolog as a declarative language where one can first concentrate on problem specification and/or knowledge representation and only later worry about efficiency. We review a number of ways in which some of these issues can be tackled when teaching Prolog, while still using throughout a Prolog system. The aim is tutorial, in the hope that these ideas can help other instructors that are teaching or plan to teach Prolog. We believe that some of these considerations may also come in handy when combining Prolog with modern, AI-assisted programming methodologies."
103,A Framework for Defining Behavior Modes in Policy-Aware Autonomous Agents.,iclp,2024,"Marc S. Atkin, Gary W. King, David L. Westbrook, Brent Heeringa, Paul R. Cohen",https://www.semanticscholar.org/paper/b61ad27cdc4725f487da3dd1330e1ee4535ea60f,1,"Autonomous agents operating in policy-governed environments can exhibit varying degrees of policy compliance,
from full adherence to complete non-conformance. This paper introduces a framework that enables controllers of
autonomous agents to define these different compliance attitudes, referred to as “behavior modes.” The framework
demonstrates its utility by simulating agent decision-making processes when selecting plans to achieve their
goals. It leverages the policy specification language AOPL by Gelfond and Lobo and is implemented using Answer
Set Programming (ASP). Experimental results in two example domains showcase the potential of this framework
to simulate diverse agent attitudes."
104,Generative Logic: Teaching Prolog as Generative AI in Art and Design.,iclp,2024,Shalin Hai-Jew,https://www.semanticscholar.org/paper/1758181a84e48d22d67ae45d4a10061a84126699,2,"This paper introduces a method for teaching Prolog, especially to BA and MA students in art and design faculties.
The method is called Exploring Generative Logic (EGL).
The method is based on the concept of Generative Logic. Both methods are under development at the Faculty
of Design, HSD, University of Applied Sciences, Düsseldorf. The basic idea of teaching Prolog with EGL is
to present Prolog not as “another” programming language, but primarily as a logic AI. This perspective helps
beginners gain a clear view of how Prolog works and focuses on understanding Prolog as a powerful generative
AI, making it highly attractive in the domain of art and design. The author assumes that the EGL method can be
easily adapted to other educational settings: education of non-programmers of all ages, including children in
elementary or secondary schools, as well as students in other non-STEM curricula, to develop skills in logical
thinking, digital literacy, AI literacy, and artistic literacy. The paper is divided into two parts: Part one provides
an introduction to the basic ideas and objectives of the teaching method. Part two offers a description of the
teaching method."
105,Adapting Approximation Fixpoint Theory to Nondeterministic Hybrid Reasoning.,iclp,2024,"Spencer Killen, Jia-Huai You, Jesse Heyninck",https://www.semanticscholar.org/paper/432fe49247a26dc11064b252d16b3ead40361787,1,"In this thesis, we present efficient implementation techniques for probabilistic model checking, a method which can be used to analyse probabilistic systems such as randomised distributed algorithms, fault-tolerant processes and communication networks. A probabilistic model checker inputs a probabilistic model and a specification, such as ""the message will be delivered with probability 1"", ""the probability of shutdown occurring is at most 0.02"" or ""the probability of a leader being elected within 5 rounds is at least 0.98"", and can automatically verify if the specification is true in the model. Motivated by the success of symbolic approaches to non-probabilistic model checking, which are based on a data structure called binary decision diagrams (BDDs), we present an extension to the probabilistic case, using multi-terminal binary decision diagrams (MTBDDs). We demonstrate that MTBDDs can be used to perform probabilistic analysis of large, structured models with more than 7.5 billion states, way out of the reach of conventional, explicit techniques, based on sparse matrices. We also propose a novel, hybrid approach, combining features of both symbolic and explicit implementations and show, using results from a wide range of case studies, that this technique can almost match the speed of sparse matrix based implementations, but uses significantly less memory. This increases, by approximately an order of magnitude, the size of model which can be handled on a typical workstation."
106,A Neurosymbolic Framework for Bias Correction in Convolutional Neural Networks.,iclp,2024,"PARTH PADALKAR, NATALIA ŚLUSARZ, EKATERINA KOMENDANTSKAYA, GOPAL GUPTA",10.1017/s1471068424000322,3," Recent efforts in interpreting convolutional neural networks (CNNs) focus on translating the activation of CNN filters into a stratified Answer Set Program (ASP) rule-sets. The CNN filters are known to capture high-level image concepts, thus the predicates in the rule-set are mapped to the concept that their corresponding filter represents. Hence, the rule-set exemplifies the decision-making process of the CNN w.r.t the concepts that it learns for any image classification task. These rule-sets help understand the biases in CNNs, although correcting the biases remains a challenge. We introduce a neurosymbolic framework called NeSyBiCor for bias correction in a trained CNN. Given symbolic concepts, as ASP constraints, that the CNN is biased toward, we convert the concepts to their corresponding vector representations. Then, the CNN is retrained using our novel semantic similarity loss that pushes the filters away from (or toward) learning the desired/undesired concepts. The final ASP rule-set obtained after retraining, satisfies the constraints to a high degree, thus showing the revision in the knowledge of the CNN. We demonstrate that our NeSyBiCor framework successfully corrects the biases of CNNs trained with subsets of classes from the Places dataset while sacrificing minimal accuracy and improving interpretability."
107,Controlled Natural Language Models.,iclp,2024,Francis Frydman,https://www.semanticscholar.org/paper/87145d100bdb1aa8ed2e0c093c04d02007aa5685,4,"A controlled natural language (CNL) is a simplified version of a natural language designed to be more precise and
unambiguous. Only specific terms are allowed, reducing lexical ambiguity. The arrangement of words is strictly
defined to ensure clarity. A model is normally developed to represent those particular aspects of a language and
to embody a controlled form of the language for specific purposes. Language models come in many forms. In this
paper, we use formulas, organized as logic programs, to describe relationships between objects. Large Language
Models (LLMs) are also models. They fit into the category of mathematical models. Before the advent of deep
learning and LLMs, language modeling was primarily based on statistical methods. Grammars can be considered
models of languages, too. Combining the strengths of grammar and LLMs can significantly enhance language
generation and understanding. The literature review was conducted with the assistance of the Gemini language
model, which helped identify key studies and relevant information."
108,From Logic Programming to Programming in Logica: A First-Course in Declarative Data Science &amp; Engineering.,iclp,2024,Jan A. Plaza,https://www.semanticscholar.org/paper/9332ecb1cd45e9eea5519f3290c3bbc7c3a0be6d,1,"Proof Carrying Code (PCC) is a technique to exclude safety errors in low level code. Instead of runtime tests, it statically checks a proof of safety (a certificate) attached to the code. To guarantee that PCC only accepts safe code, we formalise and verify it in Isabelle/HOL, an interactive theorem prover for higher order logic. In an abstract framework we identify key components and their interfaces, specify requirements and prove theorems stating that accepted code is safe and under what conditions safe code can be certified. Our main contribution is a generic verification condition generator (VCG), which inspects code and emits proof obligations. By adjusting parameters, we instantiate this VCG to a Java-like bytecode language with objects, methods and exceptions. Bytecode with annotations in a first order assertion logic can be certified not to cause arithmetic overflow. To annotate code we integrate bytecode analysers for intervals and types. Finally, Isabelle's facilities for code generation, proof production and proof checking enable us to turn our formalisation into a runnable prototype."
109,On Teaching Logic Programming in the Era of Generative AI.,iclp,2024,"James McGrath, Ankur Gupta",https://www.semanticscholar.org/paper/91e98599b7433e097f14b50734485ae3e414ef18,1,"Transformative artificially intelligent tools, such as ChatGPT, designed to generate sophisticated text indistinguishable from that produced by a human, are applicable across a wide range of contexts. The technology presents opportunities as well as, often ethical and legal, challenges, and has the potential for both positive and negative impacts for organisations, society, and individuals. Offering multi-disciplinary insight into some of these, this article brings together 43 contributions from experts in fields such as computer science, marketing, information systems, education, policy, hospitality and tourism, management, publishing, and nursing. The contributors acknowledge ChatGPT’s capabilities to enhance productivity and suggest that it is likely to offer significant gains in the banking, hospitality and tourism, and information technology industries, and enhance business activities, such as management and marketing. Nevertheless, they also consider its limitations, disruptions to practices, threats to privacy and security, and consequences of biases, misuse, and misinformation. However, opinion is split on whether ChatGPT’s use should be restricted or legislated. Drawing on these contributions, the article identifies questions requiring further research across three thematic areas: knowledge, transparency, and ethics; digital transformation of organisations and societies; and teaching, learning, and scholarly research. The avenues for further research include: identifying skills, resources, and capabilities needed to handle generative AI; examining biases of generative AI attributable to training datasets and processes; exploring business and societal contexts best suited for generative AI implementation; determining optimal combinations of human and generative AI for various tasks; identifying ways to assess accuracy of text produced by generative AI; and uncovering the ethical and legal issues in using generative AI across different contexts."
110,Autonomous Task Completion Based on Goal-directed Answer Set Programming.,iclp,2024,Alexis R. Tudor,10.4204/eptcs.416.39,3,"Task planning for autonomous agents has typically been done using deep learning models and simulation-based reinforcement learning. This research proposes combining inductive learning techniques with goal-directed answer set programming to increase the explainability and reliability of systems for task breakdown and completion. Preliminary research has led to the creation of a Python harness that utilizes s(CASP) to solve task problems in a computationally efficient way. Although this research is in the early stages, we are exploring solutions to complex problems in simulated task completion."
111,"Integrating SMT solvers into Goal-Directed Answer Set Programming, Challenges and Directions.",iclp,2024,"KYLE MARPLE, GOPAL GUPTA",https://www.semanticscholar.org/paper/35a358b26a9cc277ba832fee8e2e873c008f781c,5,"The use of the internet and social media have changed consumer behavior and the ways in which companies conduct their business. Social and digital marketing offers significant opportunities to organizations through lower costs, improved brand awareness and increased sales. However, significant challenges exist from negative electronic word-of-mouth as well as intrusive and irritating online brand presence. This article brings together the collective insight from several leading experts on issues relating to digital and social media marketing. The experts’ perspectives offer a detailed narrative on key aspects of this important topic as well as perspectives on more specific issues including artificial intelligence, augmented reality marketing, digital content management, mobile marketing and advertising, B2B marketing, electronic word of mouth and ethical issues therein. This research offers a significant and timely contribution to both researchers and practitioners in the form of challenges and opportunities where we highlight the limitations within the current research, outline the research gaps and develop the questions and propositions that can help advance knowledge within the domain of digital and social marketing."
112,Extended Abstract: Early Validation of High-level System Requirements with Event Calculus and Answer Set Programming.,iclp,2024,"ONDŘEJ VAŠÍČEK, JOAQUIN ARIAS, JAN FIEDOR, GOPAL GUPTA, BRENDAL HALL, BOHUSLAV KŘENA, BRIAN LARSON, SARAT CHANDRA VARANASI, TOMÁŠ VOJNAR",https://www.semanticscholar.org/paper/b8abb262bdab3a286d70ffe34e1cc60b06a462a8,4,"As far back as the industrial revolution, significant development in technical innovation has succeeded in transforming numerous manual tasks and processes that had been in existence for decades where humans had reached the limits of physical capacity. Artificial Intelligence (AI) offers this same transformative potential for the augmentation and potential replacement of human tasks and activities within a wide range of industrial, intellectual and social applications. The pace of change for this new AI technological age is staggering, with new breakthroughs in algorithmic machine learning and autonomous decision-making, engendering new opportunities for continued innovation. The impact of AI could be significant, with industries ranging from: finance, healthcare, manufacturing, retail, supply chain, logistics and utilities, all potentially disrupted by the onset of AI technologies. The study brings together the collective insight from a number of leading expert contributors to highlight the significant opportunities, realistic assessment of impact, challenges and potential research agenda posed by the rapid emergence of AI within a number of domains: business and management, government, public sector, and science and technology. This research offers significant and timely insight to AI technology and its impact on the future of industry and society in general, whilst recognising the societal and industrial influence on pace and direction of AI development."
